,Date,Value,Day of week,Percent change,Month
1391,2019-10-09,2918.36,2,0.32,October
1392,2019-10-10,2932.79,3,0.49,October
1393,2019-10-11,2978.18,4,1.55,October
1394,2019-10-14,2967.89,0,-0.35,October
1395,2019-10-15,2988.44,1,0.69,October
1396,2019-10-16,2991.37,2,0.1,October
1397,2019-10-17,3000.04,3,0.29,October
1398,2019-10-18,2988.16,4,-0.4,October
1399,2019-10-21,3001.34,0,0.44,October
1400,2019-10-22,3004.8,1,0.12,October
1401,2019-10-23,2998.0,2,-0.23,October
1402,2019-10-24,3008.24,3,0.34,October
1403,2019-10-25,3014.66,4,0.21,October
1404,2019-10-28,3038.1,0,0.78,October
1405,2019-10-29,3041.34,1,0.11,October
1406,2019-10-30,3038.03,2,-0.11,October
1407,2019-10-31,3035.04,3,-0.1,October
1408,2019-11-01,3058.84,4,0.78,November
1409,2019-11-04,3080.04,0,0.69,November
1410,2019-11-05,3078.05,1,-0.06,November
1411,2019-11-06,3072.12,2,-0.19,November
1412,2019-11-07,3089.0,3,0.55,November
1413,2019-11-08,3083.34,4,-0.18,November
1414,2019-11-11,3082.08,0,-0.04,November
1415,2019-11-12,3093.67,1,0.38,November
1416,2019-11-13,3088.43,2,-0.17,November
1417,2019-11-14,3090.73,3,0.07,November
1418,2019-11-15,3112.53,4,0.71,November
1419,2019-11-18,3118.12,0,0.18,November
1420,2019-11-19,3120.56,1,0.08,November
1421,2019-11-20,3105.19,2,-0.49,November
1422,2019-11-21,3102.33,3,-0.09,November
1423,2019-11-22,3106.06,4,0.12,November
1424,2019-11-25,3125.64,0,0.63,November
1425,2019-11-26,3136.84,1,0.36,November
1426,2019-11-27,3148.84,2,0.38,November
1427,2019-11-29,3144.82,4,-0.13,November
1428,2019-12-02,3127.54,0,-0.55,December
1429,2019-12-03,3082.65,1,-1.44,December
1430,2019-12-04,3110.96,2,0.92,December
1431,2019-12-05,3111.6,3,0.02,December
1432,2019-12-06,3142.61,4,1.0,December
1433,2019-12-09,3142.16,0,-0.01,December
1434,2019-12-10,3134.1,1,-0.26,December
1435,2019-12-11,3138.6,2,0.14,December
1436,2019-12-12,3157.38,3,0.6,December
1437,2019-12-13,3169.6,4,0.39,December
1438,2019-12-16,3190.67,0,0.66,December
1439,2019-12-17,3194.62,1,0.12,December
1440,2019-12-18,3194.81,2,0.01,December
1441,2019-12-19,3198.9,3,0.13,December
1442,2019-12-20,3220.84,4,0.69,December
1443,2019-12-23,3225.04,0,0.13,December
1444,2019-12-24,3223.47,1,-0.05,December
1445,2019-12-26,3233.64,3,0.32,December
1446,2019-12-27,3241.15,4,0.23,December
1447,2019-12-30,3228.74,0,-0.38,December
1448,2019-12-31,3221.88,1,-0.21,December
1449,2020-01-02,3246.84,3,0.77,January
1450,2020-01-03,3234.24,4,-0.39,January
1451,2020-01-06,3230.74,0,-0.11,January
1452,2020-01-07,3238.67,1,0.25,January
1453,2020-01-08,3251.87,2,0.41,January
1454,2020-01-09,3269.62,3,0.55,January
1455,2020-01-10,3271.92,4,0.07,January
1456,2020-01-13,3278.28,0,0.19,January
1457,2020-01-14,3285.72,1,0.23,January
1458,2020-01-15,3289.68,2,0.12,January
1459,2020-01-16,3309.96,3,0.62,January
1460,2020-01-17,3324.37,4,0.44,January
1461,2020-01-21,3323.2,1,-0.04,January
1462,2020-01-22,3328.9,2,0.17,January
1463,2020-01-23,3314.38,3,-0.44,January
1464,2020-01-24,3307.36,4,-0.21,January
1465,2020-01-27,3246.68,0,-1.83,January
1466,2020-01-28,3269.5,1,0.7,January
1467,2020-01-29,3282.68,2,0.4,January
1468,2020-01-30,3264.36,3,-0.56,January
1469,2020-01-31,3248.5,4,-0.49,January
1470,2020-02-03,3252.05,0,0.11,February
1471,2020-02-04,3293.77,1,1.28,February
1472,2020-02-05,3325.66,2,0.97,February
1473,2020-02-06,3341.18,3,0.47,February
1474,2020-02-07,3331.77,4,-0.28,February
1475,2020-02-10,3335.02,0,0.1,February
1476,2020-02-11,3364.18,1,0.87,February
1477,2020-02-12,3375.6,2,0.34,February
1478,2020-02-13,3372.8,3,-0.08,February
1479,2020-02-14,3373.42,4,0.02,February
1480,2020-02-18,3365.31,1,-0.24,February
1481,2020-02-19,3386.18,2,0.62,February
1482,2020-02-20,3365.08,3,-0.62,February
1483,2020-02-21,3344.6,4,-0.61,February
1484,2020-02-24,3237.23,0,-3.21,February
1485,2020-02-25,3182.88,1,-1.68,February
1486,2020-02-26,3145.75,2,-1.17,February
1487,2020-02-27,3037.23,3,-3.45,February
1488,2020-02-28,2907.78,4,-4.26,February
1489,2020-03-02,3018.08,0,3.79,March
1490,2020-03-03,3056.68,1,1.28,March
1491,2020-03-04,3082.68,2,0.85,March
1492,2020-03-05,3041.44,3,-1.34,March
1493,2020-03-06,2943.73,4,-3.21,March
1494,2020-03-09,2799.16,0,-4.91,March
1495,2020-03-10,2808.3,1,0.33,March
1496,2020-03-11,2766.41,2,-1.49,March
1497,2020-03-12,2569.9,3,-7.1,March
1498,2020-03-13,2601.85,4,1.24,March
1499,2020-03-16,2471.96,0,-4.99,March
1500,2020-03-17,2460.48,1,-0.46,March
1501,2020-03-18,2367.04,2,-3.8,March
1502,2020-03-19,2393.38,3,1.11,March
1503,2020-03-20,2374.28,4,-0.8,March
1504,2020-03-23,2246.3,0,-5.39,March
1505,2020-03-24,2397.07,1,6.71,March
1506,2020-03-25,2489.48,2,3.86,March
1507,2020-03-26,2568.86,3,3.19,March
1508,2020-03-27,2567.96,4,-0.04,March
1509,2020-03-30,2588.54,0,0.8,March
1510,2020-03-31,2606.27,1,0.68,March
1511,2020-04-01,2485.12,2,-4.65,April
1512,2020-04-02,2494.5,3,0.38,April
1513,2020-04-03,2499.07,4,0.18,April
1514,2020-04-06,2625.71,0,5.07,April
1515,2020-04-07,2707.28,1,3.11,April
1516,2020-04-08,2712.02,2,0.18,April
1517,2020-04-09,2790.46,3,2.89,April
1518,2020-04-13,2751.82,0,-1.38,April
1519,2020-04-14,2828.48,1,2.79,April
1520,2020-04-15,2781.71,2,-1.65,April
1521,2020-04-16,2785.42,3,0.13,April
1522,2020-04-17,2855.05,4,2.5,April
1523,2020-04-20,2844.7,0,-0.36,April
1524,2020-04-21,2756.32,1,-3.11,April
1525,2020-04-22,2795.52,2,1.42,April
1526,2020-04-23,2819.58,3,0.86,April
1527,2020-04-24,2817.24,4,-0.08,April
1528,2020-04-27,2870.3,0,1.88,April
1529,2020-04-28,2890.93,1,0.72,April
1530,2020-04-29,2933.51,2,1.47,April
1531,2020-04-30,2911.69,3,-0.74,April
1532,2020-05-01,2845.35,4,-2.28,May
1533,2020-05-04,2821.04,0,-0.85,May
1534,2020-05-05,2880.89,1,2.12,May
1535,2020-05-06,2869.38,2,-0.4,May
1536,2020-05-07,2889.2,3,0.69,May
1537,2020-05-08,2917.52,4,0.98,May
1538,2020-05-11,2923.84,0,0.22,May
1539,2020-05-12,2907.7,1,-0.55,May
1540,2020-05-13,2833.64,2,-2.55,May
1541,2020-05-14,2809.72,3,-0.84,May
1542,2020-05-15,2840.9,4,1.11,May
1543,2020-05-18,2940.98,0,3.52,May
1544,2020-05-19,2943.28,1,0.08,May
1545,2020-05-20,2966.96,2,0.8,May
1546,2020-05-21,2958.54,3,-0.28,May
1547,2020-05-22,2945.18,4,-0.45,May
1548,2020-05-26,3004.94,1,2.03,May
1549,2020-05-27,3003.0,2,-0.06,May
1550,2020-05-28,3046.04,3,1.43,May
1551,2020-05-29,3023.89,4,-0.73,May
1552,2020-06-01,3046.86,0,0.76,June
1553,2020-06-02,3066.36,1,0.64,June
1554,2020-06-03,3114.92,2,1.58,June
1555,2020-06-04,3109.66,3,-0.17,June
1556,2020-06-05,3187.78,4,2.51,June
1557,2020-06-08,3214.56,0,0.84,June
1558,2020-06-09,3207.91,1,-0.21,June
1559,2020-06-10,3202.38,2,-0.17,June
1560,2020-06-11,3061.51,3,-4.4,June
1561,2020-06-12,3036.44,4,-0.82,June
1562,2020-06-15,3022.71,0,-0.45,June
1563,2020-06-16,3114.76,1,3.05,June
1564,2020-06-17,3124.6,2,0.32,June
1565,2020-06-18,3106.76,3,-0.57,June
1566,2020-06-19,3119.32,4,0.4,June
1567,2020-06-22,3100.16,0,-0.61,June
1568,2020-06-23,3141.01,1,1.32,June
1569,2020-06-24,3073.57,2,-2.15,June
1570,2020-06-25,3055.13,3,-0.6,June
1571,2020-06-26,3039.18,4,-0.52,June
1572,2020-06-29,3026.81,0,-0.41,June
1573,2020-06-30,3079.67,1,1.75,June
1574,2020-07-01,3114.8,2,1.14,July
1575,2020-07-02,3145.16,3,0.97,July
1576,2020-07-06,3168.94,0,0.76,July
1577,2020-07-07,3163.54,1,-0.17,July
1578,2020-07-08,3154.16,2,-0.3,July
1579,2020-07-09,3147.74,3,-0.2,July
1580,2020-07-10,3161.52,4,0.44,July
1581,2020-07-13,3192.38,0,0.98,July
1582,2020-07-14,3164.3,1,-0.88,July
1583,2020-07-15,3219.52,2,1.75,July
1584,2020-07-16,3209.49,3,-0.31,July
1585,2020-07-17,3219.58,4,0.31,July
1586,2020-07-20,3236.88,0,0.54,July
1587,2020-07-21,3262.53,1,0.79,July
1588,2020-07-22,3266.21,2,0.11,July
1589,2020-07-23,3251.32,3,-0.46,July
1590,2020-07-24,3213.66,4,-1.16,July
1591,2020-07-27,3227.84,0,0.44,July
1592,2020-07-28,3229.94,1,0.07,July
1593,2020-07-29,3245.98,2,0.5,July
1594,2020-07-30,3227.52,3,-0.57,July
1595,2020-07-31,3246.22,4,0.58,July
1596,2020-08-03,3293.63,0,1.46,August
1597,2020-08-04,3296.6,1,0.09,August
1598,2020-08-05,3324.07,2,0.83,August
1599,2020-08-06,3334.58,3,0.32,August
1600,2020-08-07,3340.63,4,0.18,August
1601,2020-08-10,3349.36,0,0.26,August
1602,2020-08-11,3353.73,1,0.13,August
1603,2020-08-12,3371.68,2,0.54,August
1604,2020-08-13,3375.3,3,0.11,August
1605,2020-08-14,3370.08,4,-0.15,August
1606,2020-08-17,3383.4,0,0.4,August
1607,2020-08-18,3382.6,1,-0.02,August
1608,2020-08-19,3384.6,2,0.06,August
1609,2020-08-20,3372.74,3,-0.35,August
1610,2020-08-21,3389.64,4,0.5,August
1611,2020-08-24,3422.61,0,0.97,August
1612,2020-08-25,3435.02,1,0.36,August
1613,2020-08-26,3462.61,2,0.8,August
1614,2020-08-27,3484.86,3,0.64,August
1615,2020-08-28,3496.78,4,0.34,August
1616,2020-08-31,3504.01,0,0.21,August
1617,2020-09-01,3511.32,1,0.21,September
1618,2020-09-02,3561.67,2,1.43,September
1619,2020-09-03,3496.13,3,-1.84,September
1620,2020-09-04,3414.39,4,-2.34,September
1621,2020-09-08,3354.62,1,-1.75,September
1622,2020-09-09,3395.8,2,1.23,September
1623,2020-09-10,3377.4,3,-0.54,September
1624,2020-09-11,3339.71,4,-1.12,September
1625,2020-09-14,3383.24,0,1.3,September
1626,2020-09-15,3404.36,1,0.62,September
1627,2020-09-16,3406.68,2,0.07,September
1628,2020-09-17,3352.0,3,-1.61,September
1629,2020-09-18,3327.34,4,-0.74,September
1630,2020-09-21,3257.34,0,-2.1,September
1631,2020-09-22,3295.63,1,1.18,September
1632,2020-09-23,3277.96,2,-0.54,September
1633,2020-09-24,3244.08,3,-1.03,September
1634,2020-09-25,3267.66,4,0.73,September
1635,2020-09-28,3346.82,0,2.42,September
1636,2020-09-29,3342.73,1,-0.12,September
1637,2020-09-30,3367.02,2,0.73,September
1638,2020-10-01,3379.28,3,0.36,October
1639,2020-10-02,3346.4,4,-0.97,October
1640,2020-10-05,3388.42,0,1.26,October
1641,2020-10-06,3393.05,1,0.14,October
1642,2020-10-07,3405.41,2,0.36,October
1643,2020-10-08,3437.72,3,0.95,October
1644,2020-10-09,3470.2,4,0.94,October
1645,2020-10-12,3524.73,0,1.57,October
1646,2020-10-13,3517.44,1,-0.21,October
1647,2020-10-14,3504.24,2,-0.38,October
1648,2020-10-15,3464.98,3,-1.12,October
1649,2020-10-16,3498.1,4,0.96,October
1650,2020-10-19,3461.18,0,-1.06,October
1651,2020-10-20,3456.29,1,-0.14,October
1652,2020-10-21,3448.96,2,-0.21,October
1653,2020-10-22,3437.94,3,-0.32,October
1654,2020-10-23,3453.46,4,0.45,October
1655,2020-10-26,3403.14,0,-1.46,October
1656,2020-10-27,3399.11,1,-0.12,October
1657,2020-10-28,3305.68,2,-2.75,October
1658,2020-10-29,3300.44,3,-0.16,October
1659,2020-10-30,3269.44,4,-0.94,October
1660,2020-11-02,3304.94,0,1.09,November
1661,2020-11-03,3362.87,1,1.75,November
1662,2020-11-04,3445.71,2,2.46,November
1663,2020-11-05,3507.4,3,1.79,November
1664,2020-11-06,3502.96,4,-0.13,November
1665,2020-11-09,3596.73,0,2.68,November
1666,2020-11-10,3534.56,1,-1.73,November
1667,2020-11-11,3569.08,2,0.98,November
1668,2020-11-12,3543.8,3,-0.71,November
1669,2020-11-13,3573.12,4,0.83,November
1670,2020-11-16,3614.34,0,1.15,November
1671,2020-11-17,3605.9,1,-0.23,November
1672,2020-11-18,3593.21,2,-0.35,November
1673,2020-11-19,3564.53,3,-0.8,November
1674,2020-11-20,3569.04,4,0.13,November
1675,2020-11-23,3571.29,0,0.06,November
1676,2020-11-24,3618.42,1,1.32,November
1677,2020-11-25,3626.63,2,0.23,November
1678,2020-11-27,3636.82,4,0.28,November
1679,2020-11-30,3614.28,0,-0.62,November
1680,2020-12-01,3662.16,1,1.32,December
1681,2020-12-02,3657.9,2,-0.12,December
1682,2020-12-03,3669.95,3,0.33,December
1683,2020-12-04,3685.07,4,0.41,December
1684,2020-12-07,3688.14,0,0.08,December
1685,2020-12-08,3693.64,1,0.15,December
1686,2020-12-09,3686.46,2,-0.19,December
1687,2020-12-10,3661.84,3,-0.67,December
1688,2020-12-11,3649.66,4,-0.33,December
1689,2020-12-14,3671.73,0,0.6,December
1690,2020-12-15,3677.46,1,0.16,December
1691,2020-12-16,3699.92,2,0.61,December
1692,2020-12-17,3718.0,3,0.49,December
1693,2020-12-18,3706.27,4,-0.32,December
1694,2020-12-21,3669.69,0,-0.99,December
1695,2020-12-22,3687.21,1,0.48,December
1696,2020-12-23,3700.26,2,0.35,December
1697,2020-12-24,3696.57,3,-0.1,December
1698,2020-12-28,3731.77,0,0.95,December
1699,2020-12-29,3739.72,1,0.21,December
1700,2020-12-30,3737.42,2,-0.06,December
1701,2020-12-31,3743.54,3,0.16,December
1702,2021-01-04,3716.35,0,-0.73,January
1703,2021-01-05,3716.45,1,0.0,January
1704,2021-01-06,3744.19,2,0.75,January
1705,2021-01-07,3788.13,3,1.17,January
1706,2021-01-08,3805.14,4,0.45,January
1707,2021-01-11,3803.44,0,-0.04,January
1708,2021-01-12,3793.65,1,-0.26,January
1709,2021-01-13,3806.23,2,0.33,January
1710,2021-01-14,3808.23,3,0.05,January
1711,2021-01-15,3769.18,4,-1.03,January
1712,2021-01-19,3792.45,1,0.62,January
1713,2021-01-20,3837.98,2,1.2,January
1714,2021-01-21,3853.25,3,0.4,January
1715,2021-01-22,3841.36,4,-0.31,January
1716,2021-01-25,3828.2,0,-0.34,January
1717,2021-01-26,3859.34,1,0.81,January
1718,2021-01-27,3784.66,2,-1.94,January
1719,2021-01-28,3793.12,3,0.22,January
1720,2021-01-29,3736.08,4,-1.5,January
1721,2021-02-01,3754.97,0,0.51,February
1722,2021-02-02,3817.46,1,1.66,February
1723,2021-02-03,3832.1,2,0.38,February
1724,2021-02-04,3854.54,3,0.59,February
1725,2021-02-05,3884.74,4,0.78,February
1726,2021-02-08,3904.18,0,0.5,February
1727,2021-02-09,3910.5,1,0.16,February
1728,2021-02-10,3908.22,2,-0.06,February
1729,2021-02-11,3908.19,3,-0.0,February
1730,2021-02-12,3921.5,4,0.34,February
1731,2021-02-16,3937.14,1,0.4,February
1732,2021-02-17,3917.02,2,-0.51,February
1733,2021-02-18,3903.5,3,-0.35,February
1734,2021-02-19,3916.74,4,0.34,February
1735,2021-02-22,3888.82,0,-0.71,February
1736,2021-02-23,3850.78,1,-0.98,February
1737,2021-02-24,3894.12,2,1.13,February
1738,2021-02-25,3869.53,3,-0.63,February
1739,2021-02-26,3825.31,4,-1.14,February
1740,2021-03-01,3878.5,0,1.39,March
1741,2021-03-02,3887.49,1,0.23,March
1742,2021-03-03,3846.66,2,-1.05,March
1743,2021-03-04,3783.5,3,-1.64,March
1744,2021-03-05,3790.94,4,0.2,March
1745,2021-03-08,3850.16,0,1.56,March
1746,2021-03-09,3877.84,1,0.72,March
1747,2021-03-10,3901.54,2,0.61,March
1748,2021-03-11,3937.9,3,0.93,March
1749,2021-03-12,3930.1,4,-0.2,March
1750,2021-03-15,3946.81,0,0.43,March
1751,2021-03-16,3967.24,1,0.52,March
1752,2021-03-17,3959.8,2,-0.19,March
1753,2021-03-18,3940.24,3,-0.49,March
1754,2021-03-19,3908.44,4,-0.81,March
1755,2021-03-22,3934.73,0,0.67,March
1756,2021-03-23,3925.35,1,-0.24,March
1757,2021-03-24,3915.58,2,-0.25,March
1758,2021-03-25,3886.52,3,-0.74,March
1759,2021-03-26,3947.66,4,1.57,March
1760,2021-03-29,3962.54,0,0.38,March
1761,2021-03-30,3956.18,1,-0.16,March
1762,2021-03-31,3980.7,2,0.62,March
1763,2021-04-01,4006.7,3,0.65,April
1764,2021-04-05,4058.93,0,1.3,April
1765,2021-04-06,4077.18,1,0.45,April
1766,2021-04-07,4075.72,2,-0.04,April
1767,2021-04-08,4090.36,3,0.36,April
1768,2021-04-09,4112.5,4,0.54,April
1769,2021-04-12,4123.29,0,0.26,April
1770,2021-04-13,4136.22,1,0.31,April
1771,2021-04-14,4136.28,2,0.0,April
1772,2021-04-15,4156.62,3,0.49,April
1773,2021-04-16,4181.03,4,0.59,April
1774,2021-04-19,4165.64,0,-0.37,April
1775,2021-04-20,4138.78,1,-0.64,April
1776,2021-04-21,4150.69,2,0.29,April
1777,2021-04-22,4151.63,3,0.02,April
1778,2021-04-23,4166.48,4,0.36,April
1779,2021-04-26,4188.27,0,0.52,April
1780,2021-04-27,4184.78,1,-0.08,April
1781,2021-04-28,4191.66,2,0.16,April
1782,2021-04-29,4197.8,3,0.15,April
1783,2021-04-30,4186.48,4,-0.27,April
1784,2021-05-03,4198.71,0,0.29,May
1785,2021-05-04,4153.82,1,-1.07,May
1786,2021-05-05,4174.33,2,0.49,May
1787,2021-05-06,4175.01,3,0.02,May
1788,2021-05-07,4219.84,4,1.07,May
1789,2021-05-10,4212.26,0,-0.18,May
1790,2021-05-11,4136.78,1,-1.79,May
1791,2021-05-12,4095.8,2,-0.99,May
1792,2021-05-13,4103.28,3,0.18,May
1793,2021-05-14,4156.35,4,1.29,May
1794,2021-05-17,4157.3,0,0.02,May
1795,2021-05-18,4147.57,1,-0.23,May
1796,2021-05-19,4089.17,2,-1.41,May
1797,2021-05-20,4147.38,3,1.42,May
1798,2021-05-21,4170.22,4,0.55,May
1799,2021-05-24,4189.84,0,0.47,May
1800,2021-05-25,4197.97,1,0.19,May
1801,2021-05-26,4193.36,2,-0.11,May
1802,2021-05-27,4205.58,3,0.29,May
1803,2021-05-28,4210.96,4,0.13,May
1804,2021-06-01,4215.85,1,0.12,June
1805,2021-06-02,4207.82,2,-0.19,June
1806,2021-06-03,4186.16,3,-0.51,June
1807,2021-06-04,4219.75,4,0.8,June
1808,2021-06-07,4224.0,0,0.1,June
1809,2021-06-08,4222.58,1,-0.03,June
1810,2021-06-09,4227.92,2,0.13,June
1811,2021-06-10,4235.04,3,0.17,June
1812,2021-06-11,4240.32,4,0.12,June
1813,2021-06-14,4244.83,0,0.11,June
1814,2021-06-15,4247.76,1,0.07,June
1815,2021-06-16,4227.17,2,-0.48,June
1816,2021-06-17,4214.17,3,-0.31,June
1817,2021-06-18,4184.59,4,-0.7,June
1818,2021-06-21,4199.82,0,0.36,June
1819,2021-06-22,4236.56,1,0.87,June
1820,2021-06-23,4249.02,2,0.29,June
1821,2021-06-24,4264.12,3,0.36,June
1822,2021-06-25,4278.64,4,0.34,June
1823,2021-06-28,4283.41,0,0.11,June
1824,2021-06-29,4293.78,1,0.24,June
1825,2021-06-30,4295.2,2,0.03,June
1826,2021-07-01,4310.7,3,0.36,July
1827,2021-07-02,4341.02,4,0.7,July
1828,2021-07-06,4335.42,1,-0.13,July
1829,2021-07-07,4345.84,2,0.24,July
1830,2021-07-08,4310.12,3,-0.82,July
1831,2021-07-09,4350.49,4,0.94,July
1832,2021-07-12,4375.35,0,0.57,July
1833,2021-07-13,4379.65,1,0.1,July
1834,2021-07-14,4378.02,2,-0.04,July
1835,2021-07-15,4354.86,3,-0.53,July
1836,2021-07-16,4348.81,4,-0.14,July
1837,2021-07-19,4264.76,0,-1.93,July
1838,2021-07-20,4299.44,1,0.81,July
1839,2021-07-21,4345.42,2,1.07,July
1840,2021-07-22,4359.96,3,0.33,July
1841,2021-07-23,4398.19,4,0.88,July
1842,2021-07-26,4414.09,0,0.36,July
1843,2021-07-27,4394.44,1,-0.45,July
1844,2021-07-28,4401.24,2,0.15,July
1845,2021-07-29,4416.78,3,0.35,July
1846,2021-07-30,4400.95,4,-0.36,July
1847,2021-08-02,4403.5,0,0.06,August
1848,2021-08-03,4398.4,1,-0.12,August
1849,2021-08-04,4408.2,2,0.22,August
1850,2021-08-05,4419.31,3,0.25,August
1851,2021-08-06,4434.94,4,0.35,August
1852,2021-08-09,4432.07,0,-0.06,August
1853,2021-08-10,4437.62,1,0.13,August
1854,2021-08-11,4442.93,2,0.12,August
1855,2021-08-12,4448.86,3,0.13,August
1856,2021-08-13,4464.59,4,0.35,August
1857,2021-08-16,4458.96,0,-0.13,August
1858,2021-08-17,4439.98,1,-0.43,August
1859,2021-08-18,4425.96,2,-0.32,August
1860,2021-08-19,4393.17,3,-0.74,August
1861,2021-08-20,4425.58,4,0.74,August
1862,2021-08-23,4470.08,0,1.01,August
1863,2021-08-24,4487.54,1,0.39,August
1864,2021-08-25,4493.68,2,0.14,August
1865,2021-08-26,4482.44,3,-0.25,August
1866,2021-08-27,4493.72,4,0.25,August
1867,2021-08-30,4525.56,0,0.71,August
1868,2021-08-31,4523.6,1,-0.04,August
1869,2021-09-01,4529.57,2,0.13,September
1870,2021-09-02,4535.26,3,0.13,September
1871,2021-09-03,4531.38,4,-0.09,September
1872,2021-09-07,4524.19,1,-0.16,September
1873,2021-09-08,4507.87,2,-0.36,September
1874,2021-09-09,4510.98,3,0.07,September
1875,2021-09-10,4489.07,4,-0.49,September
1876,2021-09-13,4469.34,0,-0.44,September
1877,2021-09-14,4460.57,1,-0.2,September
1878,2021-09-15,4462.62,2,0.05,September
1879,2021-09-16,4464.84,3,0.05,September
1880,2021-09-17,4449.64,4,-0.34,September
1881,2021-09-20,4354.43,0,-2.14,September
1882,2021-09-21,4371.42,1,0.39,September
1883,2021-09-22,4392.09,2,0.47,September
1884,2021-09-23,4436.08,3,1.0,September
1885,2021-09-24,4446.7,4,0.24,September
1886,2021-09-27,4446.74,0,0.0,September
1887,2021-09-28,4382.93,1,-1.43,September
1888,2021-09-29,4370.32,2,-0.29,September
1889,2021-09-30,4344.4,3,-0.59,September
1890,2021-10-01,4331.85,4,-0.29,October
1891,2021-10-04,4317.23,0,-0.34,October
1892,2021-10-05,4339.55,1,0.52,October
1893,2021-10-06,4328.03,2,-0.27,October
1894,2021-10-07,4406.85,3,1.82,October
1895,2021-10-08,4399.12,4,-0.18,October
1896,2021-10-11,4388.24,0,-0.25,October
1897,2021-10-12,4358.49,1,-0.68,October
1898,2021-10-13,4351.4,2,-0.16,October
1899,2021-10-14,4413.24,3,1.42,October
1900,2021-10-15,4461.75,4,1.1,October
1901,2021-10-18,4468.11,0,0.14,October
1902,2021-10-19,4508.4,1,0.9,October
1903,2021-10-20,4532.64,2,0.54,October
1904,2021-10-21,4539.16,3,0.14,October
1905,2021-10-22,4541.84,4,0.06,October
1906,2021-10-25,4554.99,0,0.29,October
1907,2021-10-26,4583.85,1,0.63,October
1908,2021-10-27,4568.12,2,-0.34,October
1909,2021-10-28,4580.2,3,0.26,October
1910,2021-10-29,4587.84,4,0.17,October
1911,2021-11-01,4607.7,0,0.43,November
1912,2021-11-02,4624.24,1,0.36,November
1913,2021-11-03,4642.32,2,0.39,November
1914,2021-11-04,4672.8,3,0.66,November
1915,2021-11-05,4699.91,4,0.58,November
1916,2021-11-08,4704.66,0,0.1,November
1917,2021-11-09,4689.7,1,-0.32,November
1918,2021-11-10,4657.85,2,-0.68,November
1919,2021-11-11,4656.43,3,-0.03,November
1920,2021-11-12,4669.62,4,0.28,November
1921,2021-11-15,4685.14,0,0.33,November
1922,2021-11-16,4697.18,1,0.26,November
1923,2021-11-17,4692.96,2,-0.09,November
1924,2021-11-18,4690.79,3,-0.05,November
1925,2021-11-19,4705.99,4,0.32,November
1926,2021-11-22,4713.0,0,0.15,November
1927,2021-11-23,4676.02,1,-0.78,November
1928,2021-11-24,4681.38,2,0.11,November
1929,2021-11-26,4625.03,4,-1.2,November
1930,2021-11-29,4649.1,0,0.52,November
1931,2021-11-30,4603.01,1,-0.99,November
1932,2021-12-01,4581.6,2,-0.47,December
1933,2021-12-02,4550.09,3,-0.69,December
1934,2021-12-03,4551.58,4,0.03,December
1935,2021-12-06,4576.56,0,0.55,December
1936,2021-12-07,4663.0,1,1.89,December
1937,2021-12-08,4689.79,2,0.57,December
1938,2021-12-09,4680.62,3,-0.2,December
1939,2021-12-10,4691.9,4,0.24,December
1940,2021-12-13,4688.95,0,-0.06,December
1941,2021-12-14,4633.5,1,-1.18,December
1942,2021-12-15,4661.91,2,0.61,December
1943,2021-12-16,4691.94,3,0.64,December
1944,2021-12-17,4633.46,4,-1.25,December
1945,2021-12-20,4559.5,0,-1.6,December
1946,2021-12-21,4617.15,1,1.26,December
1947,2021-12-22,4671.6,2,1.18,December
1948,2021-12-23,4722.35,3,1.09,December
1949,2021-12-27,4762.74,0,0.86,December
1950,2021-12-28,4793.53,1,0.65,December
1951,2021-12-29,4791.07,2,-0.05,December
1952,2021-12-30,4792.13,3,0.02,December
1953,2021-12-31,4776.29,4,-0.33,December
1954,2022-01-03,4777.41,0,0.02,January
1955,2022-01-04,4796.44,1,0.4,January
1956,2022-01-05,4748.57,2,-1.0,January
1957,2022-01-06,4698.14,3,-1.06,January
1958,2022-01-07,4685.34,4,-0.27,January
1959,2022-01-10,4627.63,0,-1.23,January
1960,2022-01-11,4676.2,1,1.05,January
1961,2022-01-12,4727.77,2,1.1,January
1962,2022-01-13,4697.21,3,-0.65,January
1963,2022-01-14,4639.94,4,-1.22,January
1964,2022-01-18,4600.47,1,-0.85,January
1965,2022-01-19,4570.88,2,-0.64,January
1966,2022-01-20,4540.03,3,-0.67,January
1967,2022-01-21,4444.93,4,-2.09,January
1968,2022-01-24,4319.99,0,-2.81,January
1969,2022-01-25,4349.06,1,0.67,January
1970,2022-01-26,4379.01,2,0.69,January
1971,2022-01-27,4369.12,3,-0.23,January
1972,2022-01-28,4362.59,4,-0.15,January
1973,2022-01-31,4465.46,0,2.36,January
1974,2022-02-01,4517.01,1,1.15,February
1975,2022-02-02,4569.82,2,1.17,February
1976,2022-02-03,4506.64,3,-1.38,February
1977,2022-02-04,4495.58,4,-0.25,February
1978,2022-02-07,4496.66,0,0.02,February
1979,2022-02-08,4498.36,1,0.04,February
1980,2022-02-09,4568.51,2,1.56,February
1981,2022-02-10,4536.62,3,-0.7,February
1982,2022-02-11,4463.87,4,-1.6,February
1983,2022-02-14,4395.53,0,-1.53,February
1984,2022-02-15,4451.02,1,1.26,February
1985,2022-02-16,4459.62,2,0.19,February
1986,2022-02-17,4414.94,3,-1.0,February
1987,2022-02-18,4360.91,4,-1.22,February
