Date,Value,Day of week,Percent change
2017-06-15,2426.24,3,-0.4
2017-06-16,2428.02,4,0.07
2017-06-19,2447.81,0,0.82
2017-06-20,2443.63,1,-0.17
2017-06-21,2436.48,2,-0.29
2017-06-22,2437.44,3,0.04
2017-06-23,2436.26,4,-0.05
2017-06-26,2443.73,0,0.31
2017-06-27,2429.77,1,-0.57
2017-06-28,2435.5,2,0.24
2017-06-29,2424.22,3,-0.46
2017-06-30,2427.18,4,0.12
2017-07-03,2433.93,0,0.28
2017-07-05,2428.48,2,-0.22
2017-07-06,2415.99,3,-0.51
2017-07-07,2420.22,4,0.18
2017-07-10,2427.14,0,0.29
2017-07-11,2421.04,1,-0.25
2017-07-12,2440.76,2,0.81
2017-07-13,2445.5,3,0.19
2017-07-14,2455.11,4,0.39
2017-07-17,2459.99,0,0.2
2017-07-18,2455.63,1,-0.18
2017-07-19,2468.84,2,0.54
2017-07-20,2473.02,3,0.17
2017-07-21,2468.8,4,-0.17
2017-07-24,2469.71,0,0.04
2017-07-25,2478.07,1,0.34
2017-07-26,2478.32,2,0.01
2017-07-27,2471.98,3,-0.26
2017-07-28,2469.1,4,-0.12
2017-07-31,2473.24,0,0.17
2017-08-01,2474.82,1,0.06
2017-08-02,2473.43,2,-0.06
2017-08-03,2472.44,3,-0.04
2017-08-04,2476.04,4,0.15
2017-08-07,2478.42,0,0.1
2017-08-08,2480.6,1,0.09
2017-08-09,2468.24,2,-0.5
2017-08-10,2451.56,3,-0.68
2017-08-11,2442.97,4,-0.35
2017-08-14,2461.59,0,0.76
2017-08-15,2465.26,1,0.15
2017-08-16,2469.4,2,0.17
2017-08-17,2447.52,3,-0.89
2017-08-18,2430.48,4,-0.7
2017-08-21,2423.96,0,-0.27
2017-08-22,2444.22,1,0.84
2017-08-23,2445.16,2,0.04
2017-08-24,2443.29,3,-0.08
2017-08-25,2448.09,4,0.2
2017-08-28,2444.07,0,-0.16
2017-08-29,2438.69,1,-0.22
2017-08-30,2452.04,2,0.55
2017-08-31,2468.83,3,0.68
2017-09-01,2477.11,4,0.34
2017-09-05,2459.26,1,-0.72
2017-09-06,2464.42,2,0.21
2017-09-07,2464.46,3,0.0
2017-09-08,2463.26,4,-0.05
2017-09-11,2481.73,0,0.75
2017-09-12,2493.57,1,0.48
2017-09-13,2495.26,2,0.07
2017-09-14,2494.89,3,-0.01
2017-09-15,2496.69,4,0.07
2017-09-18,2504.12,0,0.3
2017-09-19,2505.52,1,0.06
2017-09-20,2502.76,2,-0.11
2017-09-21,2503.08,3,0.01
2017-09-22,2500.0,4,-0.12
2017-09-25,2495.28,0,-0.19
2017-09-26,2499.32,1,0.16
2017-09-27,2503.83,2,0.18
2017-09-28,2506.87,3,0.12
2017-09-29,2513.72,4,0.27
2017-10-02,2524.82,0,0.44
2017-10-03,2531.99,1,0.28
2017-10-04,2536.16,2,0.16
2017-10-05,2546.27,3,0.4
2017-10-06,2546.6,4,0.01
2017-10-09,2546.71,0,0.0
2017-10-10,2550.04,1,0.13
2017-10-11,2551.59,2,0.06
2017-10-12,2551.82,3,0.01
2017-10-13,2554.87,4,0.12
2017-10-16,2556.05,0,0.05
2017-10-17,2557.2,1,0.04
2017-10-18,2561.89,2,0.18
2017-10-19,2555.14,3,-0.26
2017-10-20,2571.5,4,0.64
2017-10-23,2571.31,0,-0.01
2017-10-24,2568.88,1,-0.09
2017-10-25,2555.7,2,-0.51
2017-10-26,2563.44,3,0.3
2017-10-27,2574.46,4,0.43
2017-10-30,2574.14,0,-0.01
2017-10-31,2575.22,1,0.04
2017-11-01,2581.66,2,0.25
2017-11-02,2573.64,3,-0.31
2017-11-03,2582.6,4,0.35
2017-11-06,2589.52,0,0.27
2017-11-07,2590.68,1,0.04
2017-11-08,2590.24,2,-0.02
2017-11-09,2576.42,3,-0.53
2017-11-10,2579.69,4,0.13
2017-11-13,2581.07,0,0.05
2017-11-14,2573.11,1,-0.31
2017-11-15,2565.14,2,-0.31
2017-11-16,2581.52,3,0.64
2017-11-17,2580.79,4,-0.03
2017-11-20,2581.44,0,0.03
2017-11-21,2595.18,1,0.53
2017-11-22,2598.08,2,0.11
2017-11-24,2602.32,4,0.16
2017-11-27,2602.64,0,0.01
2017-11-28,2616.56,1,0.53
2017-11-29,2627.6,2,0.42
2017-11-30,2645.84,3,0.69
2017-12-01,2628.07,4,-0.67
2017-12-04,2652.11,0,0.91
2017-12-05,2638.22,1,-0.52
2017-12-06,2629.58,2,-0.33
2017-12-07,2633.76,3,0.16
2017-12-08,2647.88,4,0.54
2017-12-11,2655.9,0,0.3
2017-12-12,2664.75,1,0.33
2017-12-13,2667.36,2,0.1
2017-12-14,2660.05,3,-0.27
2017-12-15,2669.38,4,0.35
2017-12-18,2690.44,0,0.79
2017-12-19,2687.59,1,-0.11
2017-12-20,2683.56,2,-0.15
2017-12-21,2687.52,3,0.15
2017-12-22,2681.74,4,-0.22
2017-12-26,2680.35,1,-0.05
2017-12-27,2682.27,2,0.07
2017-12-28,2685.18,3,0.11
2017-12-29,2682.86,4,-0.09
2018-01-02,2689.12,1,0.23
2018-01-03,2706.07,2,0.63
2018-01-04,2724.18,3,0.67
2018-01-05,2735.68,4,0.42
2018-01-08,2743.06,0,0.27
2018-01-09,2753.5,1,0.38
2018-01-10,2743.43,2,-0.37
2018-01-11,2760.17,3,0.61
2018-01-12,2778.74,4,0.67
2018-01-16,2788.09,1,0.34
2018-01-17,2792.71,2,0.17
2018-01-18,2799.2,3,0.23
2018-01-19,2804.2,4,0.18
2018-01-22,2820.58,0,0.58
2018-01-23,2836.42,1,0.56
2018-01-24,2838.89,2,0.09
2018-01-25,2839.75,3,0.03
2018-01-26,2859.52,4,0.7
2018-01-29,2861.05,0,0.05
2018-01-30,2828.01,1,-1.15
2018-01-31,2826.15,2,-0.07
2018-02-01,2824.33,3,-0.06
2018-02-02,2784.44,4,-1.41
2018-02-05,2700.78,0,-3.0
2018-02-06,2647.06,1,-1.99
2018-02-07,2704.5,2,2.17
2018-02-08,2632.92,3,-2.65
2018-02-09,2585.68,4,-1.79
2018-02-12,2647.53,0,2.39
2018-02-13,2652.96,1,0.21
2018-02-14,2675.48,2,0.85
2018-02-15,2710.66,3,1.31
2018-02-16,2739.77,4,1.07
2018-02-20,2722.18,1,-0.64
2018-02-21,2724.52,2,0.09
2018-02-22,2714.52,3,-0.37
2018-02-23,2730.75,4,0.6
2018-02-26,2767.21,0,1.34
2018-02-27,2766.68,1,-0.02
2018-02-28,2737.53,2,-1.05
2018-03-01,2695.27,3,-1.54
2018-03-02,2671.78,4,-0.87
2018-03-05,2701.92,0,1.13
2018-03-06,2721.67,1,0.73
2018-03-07,2716.17,2,-0.2
2018-03-08,2731.55,3,0.57
2018-03-09,2769.06,4,1.37
2018-03-12,2788.12,0,0.69
2018-03-13,2780.29,1,-0.28
2018-03-14,2760.74,2,-0.7
2018-03-15,2752.25,3,-0.31
2018-03-16,2755.91,4,0.13
2018-03-19,2717.98,0,-1.38
2018-03-20,2717.14,1,-0.03
2018-03-21,2724.46,2,0.27
2018-03-22,2668.64,3,-2.05
2018-03-23,2621.78,4,-1.76
2018-03-26,2631.58,0,0.37
2018-03-27,2635.45,1,0.15
2018-03-28,2612.86,2,-0.86
2018-03-29,2634.4,3,0.82
2018-04-02,2596.05,0,-1.46
2018-04-03,2597.31,1,0.05
2018-04-04,2611.74,2,0.56
2018-04-05,2660.83,3,1.88
2018-04-06,2621.58,4,-1.48
2018-04-09,2632.17,0,0.4
2018-04-10,2650.62,1,0.7
2018-04-11,2650.34,2,-0.01
2018-04-12,2664.27,3,0.53
2018-04-13,2662.66,4,-0.06
2018-04-16,2675.82,0,0.49
2018-04-17,2702.7,1,1.0
2018-04-18,2710.56,2,0.29
2018-04-19,2692.37,3,-0.67
2018-04-20,2677.28,4,-0.56
2018-04-23,2670.42,0,-0.26
2018-04-24,2650.44,1,-0.75
2018-04-25,2628.98,2,-0.81
2018-04-26,2661.82,3,1.25
2018-04-27,2668.18,4,0.24
2018-04-30,2665.48,0,-0.1
2018-05-01,2640.34,1,-0.94
2018-05-02,2646.28,2,0.22
2018-05-03,2615.88,3,-1.15
2018-05-04,2643.12,4,1.04
2018-05-07,2674.02,0,1.17
2018-05-08,2665.77,1,-0.31
2018-05-09,2687.7,2,0.82
2018-05-10,2715.32,3,1.03
2018-05-11,2725.16,4,0.36
2018-05-14,2733.78,0,0.32
2018-05-15,2710.25,1,-0.86
2018-05-16,2719.96,2,0.36
2018-05-17,2721.66,3,0.06
2018-05-18,2714.34,4,-0.27
2018-05-21,2732.44,0,0.67
2018-05-22,2732.06,1,-0.01
2018-05-23,2721.44,2,-0.39
2018-05-24,2719.68,3,-0.06
2018-05-25,2721.18,4,0.06
2018-05-29,2693.74,1,-1.01
2018-05-30,2715.88,2,0.82
2018-05-31,2711.59,3,-0.16
2018-06-01,2727.81,4,0.6
2018-06-04,2744.85,0,0.62
2018-06-05,2746.06,1,0.04
2018-06-06,2760.42,2,0.52
2018-06-07,2770.03,3,0.35
2018-06-08,2771.49,4,0.05
2018-06-11,2785.19,0,0.49
2018-06-12,2784.29,1,-0.03
2018-06-13,2783.06,2,-0.04
2018-06-14,2782.79,3,-0.01
2018-06-15,2772.27,4,-0.38
2018-06-18,2766.06,0,-0.22
2018-06-19,2754.12,1,-0.43
2018-06-20,2769.38,2,0.55
2018-06-21,2756.84,3,-0.45
2018-06-22,2758.42,4,0.06
2018-06-25,2720.8,0,-1.36
2018-06-26,2724.26,1,0.13
2018-06-27,2722.74,2,-0.06
2018-06-28,2708.16,3,-0.54
2018-06-29,2730.65,4,0.83
2018-07-02,2713.1,0,-0.64
2018-07-03,2723.87,1,0.4
2018-07-05,2726.92,3,0.11
2018-07-06,2748.96,4,0.81
2018-07-09,2776.58,0,1.0
2018-07-10,2790.91,1,0.52
2018-07-11,2778.34,2,-0.45
2018-07-12,2790.38,3,0.43
2018-07-13,2798.11,4,0.28
2018-07-16,2798.55,0,0.02
2018-07-17,2801.72,1,0.11
2018-07-18,2811.32,2,0.34
2018-07-19,2805.91,3,-0.19
2018-07-20,2804.86,4,-0.04
2018-07-23,2801.88,0,-0.11
2018-07-24,2820.56,1,0.67
2018-07-25,2832.88,2,0.44
2018-07-26,2840.42,3,0.27
2018-07-27,2825.76,4,-0.52
2018-07-30,2809.92,0,-0.56
2018-07-31,2816.26,1,0.23
2018-08-01,2815.84,2,-0.01
2018-08-02,2813.12,3,-0.1
2018-08-03,2833.88,4,0.74
2018-08-06,2844.64,0,0.38
2018-08-07,2859.68,1,0.53
2018-08-08,2857.77,2,-0.07
2018-08-09,2857.23,3,-0.02
2018-08-10,2834.0,4,-0.81
2018-08-13,2831.64,0,-0.08
2018-08-14,2834.84,1,0.11
2018-08-15,2815.22,2,-0.69
2018-08-16,2840.96,3,0.91
2018-08-17,2844.68,4,0.13
2018-08-20,2855.19,0,0.37
2018-08-21,2867.28,1,0.42
2018-08-22,2861.8,2,-0.19
2018-08-23,2861.4,3,-0.01
2018-08-24,2869.26,4,0.27
2018-08-27,2891.47,0,0.77
2018-08-28,2898.64,1,0.25
2018-08-29,2907.45,2,0.3
2018-08-30,2903.84,3,-0.12
2018-08-31,2899.02,4,-0.17
2018-09-04,2892.66,1,-0.22
2018-09-05,2885.56,2,-0.25
2018-09-06,2879.67,3,-0.2
2018-09-07,2873.96,4,-0.2
2018-09-10,2881.44,0,0.26
2018-09-11,2879.65,1,-0.06
2018-09-12,2886.92,2,0.25
2018-09-13,2901.58,3,0.51
2018-09-14,2902.04,4,0.02
2018-09-17,2895.4,0,-0.23
2018-09-18,2900.8,1,0.19
2018-09-19,2908.09,2,0.25
2018-09-20,2927.27,3,0.66
2018-09-21,2934.01,4,0.23
2018-09-24,2918.21,0,-0.54
2018-09-25,2918.82,1,0.02
2018-09-26,2917.22,2,-0.05
2018-09-27,2918.24,3,0.03
2018-09-28,2914.02,4,-0.14
2018-10-01,2927.48,0,0.46
2018-10-02,2925.4,1,-0.07
2018-10-03,2930.61,2,0.18
2018-10-04,2901.85,3,-0.98
2018-10-05,2889.46,4,-0.43
2018-10-08,2875.76,0,-0.47
2018-10-09,2884.55,1,0.31
2018-10-10,2829.44,2,-1.91
2018-10-11,2752.82,3,-2.71
2018-10-12,2752.6,4,-0.01
2018-10-15,2762.51,0,0.36
2018-10-16,2790.18,1,1.0
2018-10-17,2799.38,2,0.33
2018-10-18,2780.61,3,-0.67
2018-10-19,2779.02,4,-0.06
2018-10-22,2764.08,0,-0.54
2018-10-23,2722.51,1,-1.5
2018-10-24,2697.24,2,-0.93
2018-10-25,2695.27,3,-0.07
2018-10-26,2660.27,4,-1.3
2018-10-29,2655.2,0,-0.19
2018-10-30,2660.38,1,0.2
2018-10-31,2721.14,2,2.28
2018-11-01,2725.26,3,0.15
2018-11-02,2728.5,4,0.12
2018-11-05,2731.1,0,0.1
2018-11-06,2746.95,1,0.58
2018-11-07,2794.64,2,1.74
2018-11-08,2804.87,3,0.37
2018-11-09,2779.17,4,-0.92
2018-11-12,2749.0,0,-1.09
2018-11-13,2734.79,1,-0.52
2018-11-14,2716.28,2,-0.68
2018-11-15,2703.06,3,-0.49
2018-11-16,2729.46,4,0.98
2018-11-19,2707.12,0,-0.82
2018-11-20,2650.48,1,-2.09
2018-11-21,2660.28,2,0.37
2018-11-23,2639.32,4,-0.79
2018-11-26,2662.16,0,0.87
2018-11-27,2669.21,1,0.26
2018-11-28,2714.19,2,1.69
2018-11-29,2738.34,3,0.89
2018-11-30,2746.82,4,0.31
2018-12-03,2786.78,0,1.45
2018-12-04,2741.56,1,-1.62
2018-12-06,2658.84,3,-3.02
2018-12-07,2665.84,4,0.26
2018-12-10,2615.37,0,-1.89
2018-12-11,2647.82,1,1.24
2018-12-12,2667.85,2,0.76
2018-12-13,2653.73,3,-0.53
2018-12-14,2614.46,4,-1.48
2018-12-17,2565.84,0,-1.86
2018-12-18,2551.35,1,-0.56
2018-12-19,2537.12,2,-0.56
2018-12-20,2475.4,3,-2.43
2018-12-21,2456.48,4,-0.76
2018-12-24,2380.72,0,-3.08
2018-12-26,2407.17,2,1.11
2018-12-27,2443.52,3,1.51
2018-12-28,2496.58,4,2.17
2018-12-31,2496.03,0,-0.02
2019-01-02,2493.48,2,-0.1
2019-01-03,2468.55,3,-1.0
2019-01-04,2506.2,4,1.53
2019-01-07,2545.36,0,1.56
2019-01-08,2563.69,1,0.72
2019-01-09,2582.1,2,0.72
2019-01-10,2579.92,3,-0.08
2019-01-11,2586.84,4,0.27
2019-01-14,2579.86,0,-0.27
2019-01-15,2599.09,1,0.75
2019-01-16,2619.22,2,0.77
2019-01-17,2625.71,3,0.25
2019-01-18,2661.52,4,1.36
2019-01-22,2637.58,1,-0.9
2019-01-23,2633.02,2,-0.17
2019-01-24,2637.1,3,0.15
2019-01-25,2664.86,4,1.05
2019-01-28,2634.52,0,-1.14
2019-01-29,2640.99,1,0.25
2019-01-30,2669.39,2,1.08
2019-01-31,2693.8,3,0.91
2019-02-01,2706.77,4,0.48
2019-02-04,2711.87,0,0.19
2019-02-05,2731.5,1,0.72
2019-02-06,2731.12,2,-0.01
2019-02-07,2703.29,3,-1.02
2019-02-08,2694.95,4,-0.31
2019-02-11,2710.92,0,0.59
2019-02-12,2735.4,1,0.9
2019-02-13,2755.24,2,0.73
2019-02-14,2744.56,3,-0.39
2019-02-15,2767.95,4,0.85
2019-02-19,2777.31,1,0.34
2019-02-20,2781.97,2,0.17
2019-02-21,2773.06,3,-0.32
2019-02-22,2786.66,4,0.49
2019-02-25,2804.24,0,0.63
2019-02-26,2796.3,1,-0.28
2019-02-27,2785.44,2,-0.39
2019-02-28,2788.12,3,0.1
2019-03-01,2797.7,4,0.34
2019-03-04,2792.27,0,-0.19
2019-03-05,2789.7,1,-0.09
2019-03-06,2779.48,2,-0.37
2019-03-07,2753.17,3,-0.95
2019-03-08,2733.2,4,-0.73
2019-03-11,2765.8,0,1.19
2019-03-12,2792.52,1,0.97
2019-03-13,2810.51,2,0.64
2019-03-14,2809.23,3,-0.05
2019-03-15,2820.76,4,0.41
2019-03-18,2828.7,0,0.28
2019-03-19,2837.84,1,0.32
2019-03-20,2827.98,2,-0.35
2019-03-21,2838.84,3,0.38
2019-03-22,2823.31,4,-0.55
2019-03-25,2797.4,0,-0.92
2019-03-26,2816.93,1,0.7
2019-03-27,2806.64,2,-0.37
2019-03-28,2809.24,3,0.09
2019-03-29,2827.63,4,0.65
2019-04-01,2859.02,0,1.11
2019-04-02,2865.82,1,0.24
2019-04-03,2875.21,2,0.33
2019-04-04,2874.21,3,-0.03
2019-04-05,2888.12,4,0.48
2019-04-08,2888.36,0,0.01
2019-04-09,2880.1,1,-0.29
2019-04-10,2884.42,2,0.15
2019-04-11,2887.7,3,0.11
2019-04-12,2904.46,4,0.58
2019-04-15,2903.04,0,-0.05
2019-04-16,2908.38,1,0.18
2019-04-17,2906.72,2,-0.06
2019-04-18,2900.15,3,-0.23
2019-04-22,2902.93,0,0.1
2019-04-23,2922.42,1,0.67
2019-04-24,2931.44,2,0.31
2019-04-25,2922.97,3,-0.29
2019-04-26,2928.72,4,0.2
2019-04-29,2944.44,0,0.54
2019-04-30,2936.16,1,-0.28
2019-05-01,2938.74,2,0.09
2019-05-02,2916.09,3,-0.77
2019-05-03,2938.53,4,0.77
2019-05-06,2917.77,0,-0.71
2019-05-07,2887.82,1,-1.03
2019-05-08,2885.62,2,-0.08
2019-05-09,2856.18,3,-1.02
2019-05-10,2858.35,4,0.08
2019-05-13,2820.81,0,-1.31
2019-05-14,2836.33,1,0.55
2019-05-15,2836.88,2,0.02
2019-05-16,2873.98,3,1.31
2019-05-17,2869.86,4,-0.14
2019-05-20,2842.58,0,-0.95
2019-05-21,2861.45,1,0.66
2019-05-22,2858.29,2,-0.11
2019-05-23,2821.1,3,-1.3
2019-05-24,2830.78,4,0.34
2019-05-28,2821.04,1,-0.34
2019-05-29,2779.04,2,-1.49
2019-05-30,2787.87,3,0.32
2019-05-31,2759.75,4,-1.01
2019-06-03,2745.94,0,-0.5
2019-06-04,2783.56,1,1.37
2019-06-05,2814.1,2,1.1
2019-06-06,2837.27,3,0.82
2019-06-07,2868.92,4,1.12
2019-06-10,2895.14,0,0.91
2019-06-11,2894.57,1,-0.02
2019-06-12,2881.62,2,-0.45
2019-06-13,2888.62,3,0.24
2019-06-14,2887.04,4,-0.05
2019-06-17,2892.28,0,0.18
2019-06-18,2918.12,1,0.89
2019-06-19,2921.58,2,0.12
2019-06-20,2944.78,3,0.79
2019-06-21,2955.51,4,0.36
2019-06-24,2949.48,0,-0.2
2019-06-25,2931.27,1,-0.62
2019-06-26,2922.79,2,-0.29
2019-06-27,2923.94,3,0.04
2019-06-28,2936.52,4,0.43
2019-07-01,2965.08,0,0.97
2019-07-02,2964.56,1,-0.02
2019-07-03,2986.9,2,0.75
2019-07-05,2981.0,4,-0.2
2019-07-08,2975.42,0,-0.19
2019-07-09,2972.67,1,-0.09
2019-07-10,2993.8,2,0.71
2019-07-11,2995.56,3,0.06
2019-07-12,3007.9,4,0.41
2019-07-15,3013.28,0,0.18
2019-07-16,3008.08,1,-0.17
2019-07-17,2994.76,2,-0.44
2019-07-18,2985.69,3,-0.3
2019-07-19,2990.94,4,0.18
2019-07-22,2983.68,0,-0.24
2019-07-23,2997.23,1,0.45
2019-07-24,3008.2,2,0.37
2019-07-25,3006.77,3,-0.05
2019-07-26,3020.28,4,0.45
2019-07-29,3019.96,0,-0.01
2019-07-30,3009.06,1,-0.36
2019-07-31,2987.74,2,-0.71
2019-08-01,2979.41,3,-0.28
2019-08-02,2929.8,4,-1.67
2019-08-05,2860.1,0,-2.38
2019-08-06,2865.91,1,0.2
2019-08-07,2858.94,2,-0.24
2019-08-08,2916.6,3,2.02
2019-08-09,2917.95,4,0.05
2019-08-12,2890.36,0,-0.95
2019-08-13,2910.18,1,0.69
2019-08-14,2866.9,2,-1.49
2019-08-15,2841.09,3,-0.9
2019-08-16,2879.18,4,1.34
2019-08-19,2922.24,0,1.5
2019-08-20,2911.62,1,-0.36
2019-08-21,2923.32,2,0.4
2019-08-22,2921.8,3,-0.05
2019-08-23,2880.99,4,-1.4
2019-08-26,2867.64,0,-0.46
2019-08-27,2879.69,1,0.42
2019-08-28,2871.54,2,-0.28
2019-08-29,2918.08,3,1.62
2019-08-30,2926.88,4,0.3
2019-09-03,2903.12,1,-0.81
2019-09-04,2930.35,2,0.94
2019-09-05,2973.23,3,1.46
2019-09-06,2978.77,4,0.19
2019-09-09,2979.41,0,0.02
2019-09-10,2968.2,1,-0.38
2019-09-11,2988.12,2,0.67
2019-09-12,3010.83,3,0.76
2019-09-13,3010.12,4,-0.02
2019-09-16,2996.43,0,-0.45
2019-09-17,2999.97,1,0.12
2019-09-18,2993.2,2,-0.23
2019-09-19,3012.58,3,0.65
2019-09-20,3000.52,4,-0.4
2019-09-23,2990.69,0,-0.33
2019-09-24,2982.86,1,-0.26
2019-09-25,2971.34,2,-0.39
2019-09-26,2975.5,3,0.14
2019-09-27,2966.42,4,-0.31
2019-09-30,2975.46,0,0.3
2019-10-01,2965.62,1,-0.33
2019-10-02,2899.86,2,-2.22
2019-10-03,2883.54,3,-0.56
2019-10-04,2936.15,4,1.82
2019-10-07,2947.72,0,0.39
2019-10-08,2909.06,1,-1.31
2019-10-09,2918.36,2,0.32
2019-10-10,2932.79,3,0.49
2019-10-11,2978.18,4,1.55
2019-10-14,2967.89,0,-0.35
2019-10-15,2988.44,1,0.69
2019-10-16,2991.37,2,0.1
2019-10-17,3000.04,3,0.29
2019-10-18,2988.16,4,-0.4
2019-10-21,3001.34,0,0.44
2019-10-22,3004.8,1,0.12
2019-10-23,2998.0,2,-0.23
2019-10-24,3008.24,3,0.34
2019-10-25,3014.66,4,0.21
2019-10-28,3038.1,0,0.78
2019-10-29,3041.34,1,0.11
2019-10-30,3038.03,2,-0.11
2019-10-31,3035.04,3,-0.1
2019-11-01,3058.84,4,0.78
2019-11-04,3080.04,0,0.69
2019-11-05,3078.05,1,-0.06
2019-11-06,3072.12,2,-0.19
2019-11-07,3089.0,3,0.55
2019-11-08,3083.34,4,-0.18
2019-11-11,3082.08,0,-0.04
2019-11-12,3093.67,1,0.38
2019-11-13,3088.43,2,-0.17
2019-11-14,3090.73,3,0.07
2019-11-15,3112.53,4,0.71
2019-11-18,3118.12,0,0.18
2019-11-19,3120.56,1,0.08
2019-11-20,3105.19,2,-0.49
2019-11-21,3102.33,3,-0.09
2019-11-22,3106.06,4,0.12
2019-11-25,3125.64,0,0.63
2019-11-26,3136.84,1,0.36
2019-11-27,3148.84,2,0.38
2019-11-29,3144.82,4,-0.13
2019-12-02,3127.54,0,-0.55
2019-12-03,3082.65,1,-1.44
2019-12-04,3110.96,2,0.92
2019-12-05,3111.6,3,0.02
2019-12-06,3142.61,4,1.0
2019-12-09,3142.16,0,-0.01
2019-12-10,3134.1,1,-0.26
2019-12-11,3138.6,2,0.14
2019-12-12,3157.38,3,0.6
2019-12-13,3169.6,4,0.39
2019-12-16,3190.67,0,0.66
2019-12-17,3194.62,1,0.12
2019-12-18,3194.81,2,0.01
2019-12-19,3198.9,3,0.13
2019-12-20,3220.84,4,0.69
2019-12-23,3225.04,0,0.13
2019-12-24,3223.47,1,-0.05
2019-12-26,3233.64,3,0.32
2019-12-27,3241.15,4,0.23
2019-12-30,3228.74,0,-0.38
2019-12-31,3221.88,1,-0.21
2020-01-02,3246.84,3,0.77
2020-01-03,3234.24,4,-0.39
2020-01-06,3230.74,0,-0.11
2020-01-07,3238.67,1,0.25
2020-01-08,3251.87,2,0.41
2020-01-09,3269.62,3,0.55
2020-01-10,3271.92,4,0.07
2020-01-13,3278.28,0,0.19
2020-01-14,3285.72,1,0.23
2020-01-15,3289.68,2,0.12
2020-01-16,3309.96,3,0.62
2020-01-17,3324.37,4,0.44
2020-01-21,3323.2,1,-0.04
2020-01-22,3328.9,2,0.17
2020-01-23,3314.38,3,-0.44
2020-01-24,3307.36,4,-0.21
2020-01-27,3246.68,0,-1.83
2020-01-28,3269.5,1,0.7
2020-01-29,3282.68,2,0.4
2020-01-30,3264.36,3,-0.56
2020-01-31,3248.5,4,-0.49
2020-02-03,3252.05,0,0.11
2020-02-04,3293.77,1,1.28
2020-02-05,3325.66,2,0.97
2020-02-06,3341.18,3,0.47
2020-02-07,3331.77,4,-0.28
2020-02-10,3335.02,0,0.1
2020-02-11,3364.18,1,0.87
2020-02-12,3375.6,2,0.34
2020-02-13,3372.8,3,-0.08
2020-02-14,3373.42,4,0.02
2020-02-18,3365.31,1,-0.24
2020-02-19,3386.18,2,0.62
2020-02-20,3365.08,3,-0.62
2020-02-21,3344.6,4,-0.61
2020-02-24,3237.23,0,-3.21
2020-02-25,3182.88,1,-1.68
2020-02-26,3145.75,2,-1.17
2020-02-27,3037.23,3,-3.45
2020-02-28,2907.78,4,-4.26
2020-03-02,3018.08,0,3.79
2020-03-03,3056.68,1,1.28
2020-03-04,3082.68,2,0.85
2020-03-05,3041.44,3,-1.34
2020-03-06,2943.73,4,-3.21
2020-03-09,2799.16,0,-4.91
2020-03-10,2808.3,1,0.33
2020-03-11,2766.41,2,-1.49
2020-03-12,2569.9,3,-7.1
2020-03-13,2601.85,4,1.24
2020-03-16,2471.96,0,-4.99
2020-03-17,2460.48,1,-0.46
2020-03-18,2367.04,2,-3.8
2020-03-19,2393.38,3,1.11
2020-03-20,2374.28,4,-0.8
2020-03-23,2246.3,0,-5.39
2020-03-24,2397.07,1,6.71
2020-03-25,2489.48,2,3.86
2020-03-26,2568.86,3,3.19
2020-03-27,2567.96,4,-0.04
2020-03-30,2588.54,0,0.8
2020-03-31,2606.27,1,0.68
2020-04-01,2485.12,2,-4.65
2020-04-02,2494.5,3,0.38
2020-04-03,2499.07,4,0.18
2020-04-06,2625.71,0,5.07
2020-04-07,2707.28,1,3.11
2020-04-08,2712.02,2,0.18
2020-04-09,2790.46,3,2.89
2020-04-13,2751.82,0,-1.38
2020-04-14,2828.48,1,2.79
2020-04-15,2781.71,2,-1.65
2020-04-16,2785.42,3,0.13
2020-04-17,2855.05,4,2.5
2020-04-20,2844.7,0,-0.36
2020-04-21,2756.32,1,-3.11
2020-04-22,2795.52,2,1.42
2020-04-23,2819.58,3,0.86
2020-04-24,2817.24,4,-0.08
2020-04-27,2870.3,0,1.88
2020-04-28,2890.93,1,0.72
2020-04-29,2933.51,2,1.47
2020-04-30,2911.69,3,-0.74
2020-05-01,2845.35,4,-2.28
2020-05-04,2821.04,0,-0.85
2020-05-05,2880.89,1,2.12
2020-05-06,2869.38,2,-0.4
2020-05-07,2889.2,3,0.69
2020-05-08,2917.52,4,0.98
2020-05-11,2923.84,0,0.22
2020-05-12,2907.7,1,-0.55
2020-05-13,2833.64,2,-2.55
2020-05-14,2809.72,3,-0.84
2020-05-15,2840.9,4,1.11
2020-05-18,2940.98,0,3.52
2020-05-19,2943.28,1,0.08
2020-05-20,2966.96,2,0.8
2020-05-21,2958.54,3,-0.28
2020-05-22,2945.18,4,-0.45
2020-05-26,3004.94,1,2.03
2020-05-27,3003.0,2,-0.06
2020-05-28,3046.04,3,1.43
2020-05-29,3023.89,4,-0.73
2020-06-01,3046.86,0,0.76
2020-06-02,3066.36,1,0.64
2020-06-03,3114.92,2,1.58
2020-06-04,3109.66,3,-0.17
2020-06-05,3187.78,4,2.51
2020-06-08,3214.56,0,0.84
2020-06-09,3207.91,1,-0.21
2020-06-10,3202.38,2,-0.17
2020-06-11,3061.51,3,-4.4
2020-06-12,3036.44,4,-0.82
2020-06-15,3022.71,0,-0.45
2020-06-16,3114.76,1,3.05
2020-06-17,3124.6,2,0.32
2020-06-18,3106.76,3,-0.57
